Navn,Adresse,Status,Takster,Type,Pladser,Kapacitet,Kontaktperson,Email,Telefon,Årsomsætning,Overskud,Lønomkostninger_Administrativt,Lønomkostninger_Personale,Omkostninger_til_ikke_fastansat_personale,Soliditetsgrad,Procentmæssigt_overskud_i_forhold_til_omsætningen,Samlede_lønomkostninger_i_forhold_til_omsætningen,Ejendomsomkostninger_i_forhold_til_omsætningen,Personalegennemstrømningen_på_tilbuddet,Virksomhedsform,CVR,Virksomhedens_navn,Tilsynsførende_myndighed,Driftsherre,latitude,longitude,kommune
S&A - Samvær og Aktivitet (Enhed for handicap - § 104 Slagelse),"Rosenkildevej 83A
    

    4200 Slagelse","Godkendt
        27-02-2024",129 - 147 kr.,"Aktivitets- og samværstilbud, § 104","125 - Aktivitets- og samværstilbud, § 104","125 pladser -
                Kontakt afdelingen om ledige pladser",Inge Kristensen,ickri@slagelse.dk,21274280,,,,,,,,,,,Primærkommune,29188505,Slagelse Kommune,5798007363567,Tilbuddet selv,55.423398,11.361883,Slagelse Kommune
Sind Daghøjskole Aalborg §104,"Bispensgade 7A
    

    9000 Aalborg","Godkendt
        24-11-2021","443,61 - 887,22 kr.","Aktivitets- og samværstilbud, § 104","10 - Aktivitets- og samværstilbud, § 104","10 pladser -
                Kontakt afdelingen om ledige pladser",Anders Jensen,anders@sindskole.dk,30240397,,,,,,,,,,,Øvrige virksomhedsformer,15402539,"Sind-Daghøjskole, Aalborg",Aalborg Kommune,Tilbuddet selv,57.049331,9.920552,Aalborg Kommune
Skovhjælperprojektet Klippely (Sandemandsgården),"Sandemandsvej 4B
    

    3700 Rønne","Godkendt
        14-01-2014",351 - 351 kr.,"Aktivitets- og samværstilbud, § 104","7 - Aktivitets- og samværstilbud, § 104","7 pladser -
                Kontakt afdelingen om ledige pladser",Søren Christensen,Soeren.Vaupell.Christensen@brk.dk,56926360,,,,,,,,,,,Primærkommune,26696348,Bornholms Regionskommune,5798009993236,Tilbuddet selv,55.094347,14.730273,Bornholms Regionskommune
Socialcenter Lillebælt - Kingstrup,"Fredehjemsvej 2
    

    5591 Gelsted","Godkendt
        02-08-2024",903 - 903 kr.,"Aktivitets- og samværstilbud, § 104","12 - Aktivitets- og samværstilbud, § 104","12 pladser -
            ingen ledige",Nethe Junkerby,nethe.junkerby@rsyd.dk,29668802,41.541.565 kr.,-4.617.898 kr.,2.942.287 kr.,24.393.563 kr.,8.274.762 kr.,,"-11,12 %","90,09 %","7,45 %","26,2 %",Region,29190909,Region Syddanmark,5798002571431,Tilbuddet selv,55.413716,9.960726,Middelfart Kommune
§104 Aktivitets- og samværstilbud - Stejlhøj (§104 Aktivitets- og samværstilbud),"Elise Sørensens Vej 2
    

    4400 Kalundborg","Godkendt
        08-10-2019",261 - 435 kr.,"Aktivitets- og samværstilbud, § 104","30 - Aktivitets- og samværstilbud, § 104","30 pladser -
                Kontakt afdelingen om ledige pladser",Dorthe Westh,dowe@kalundborg.dk,29412255,,,,,,,,,,,Primærkommune,29189595,Kalundborg Kommune,5798007464004,Tilbuddet selv,55.67878,11.120821,Kalundborg Kommune
AKTIVITETS- OG SAMVÆRSTILBUD §104 (Boligerne ved Grønningen),"Bank-Mikkelsens Vej 8A
    

    2820 Gentofte","Godkendt
        18-11-2024","1.245 - 5.752,98 kr.","Aktivitets- og samværstilbud, § 104","10 - Aktivitets- og samværstilbud, § 104","10 pladser -
            ingen ledige",Anne Merete Bruhn-Jensen,abj@gentofte.dk,39987075,54.616.328 kr.,-375.028 kr.,1.252.938 kr.,34.029.222 kr.,6.035.955 kr.,,"-0,69 %","79,08 %","6,28 %","21,92 %",Primærkommune,19438414,Gentofte Kommune,5798008659515,Tilbuddet selv,55.752496,12.509259,Gentofte Kommune
"Afd. Det gule hus, Vilhelmshøjvej 18, 4593 Eskebjerg (Huset ved Skoven)","Vilhelmshøjvej 18
    

    4593 Eskebjerg","Godkendt
        10-04-2025","424,53 - 424,53 kr.","Aktivitets- og samværstilbud, § 104","12 - Aktivitets- og samværstilbud, § 104","12 pladser -
            ingen ledige",Pernille Andersen,info@husetvedskoven.dk,30623223,63.910.848 kr.,-1.071.103 kr.,1.481.956 kr.,38.607.542 kr.,6.120.582 kr.,"33,48 %","-1,68 %","85,83 %","6,11 %","29,4 %",Øvrige virksomhedsformer,35088458,S/I Huset ved Skoven,Socialtilsyn Øst,Tilbuddet selv,55.685294,11.306329,Kalundborg Kommune
Aftenklub (Egebo Botilbud og Dagcenter),"Vadstrupvej 25A
    

    2880 Bagsværd","Godkendt
        07-03-2025","701,46 - 701,46 kr.","Aktivitets- og samværstilbud, § 104","5 - Aktivitets- og samværstilbud, § 104","5 pladser -
                Kontakt afdelingen om ledige pladser",Johnny Madsen,robin@egebo.info,44988510,8.243.620 kr.,1.078.290 kr.,684.812 kr.,3.507.575 kr.,0 kr.,"29,89 %","13,08 %","66,89 %","16,37 %",0 %,Anpartsselskab,43388622,Egebo Botilbud og Dagcenter ApS,Socialtilsyn Hovedstaden,Tilbuddet selv,55.759582,12.450765,Gladsaxe Kommune
Aktivitets- og samværstilbud §104 (Boligerne ved Gammelmosen),"Bank-Mikkelsens Vej 10A
    

    2820 Gentofte","Godkendt
        07-03-2025","601 - 1.996,33 kr.","Aktivitets- og samværstilbud, § 104","18 - Aktivitets- og samværstilbud, § 104","18 pladser -
            ingen ledige",Margrethe Nørgaard,mang@gentofte.dk,39987070,33.153.672 kr.,-962.757 kr.,730.881 kr.,20.038.189 kr.,3.838.065 kr.,,"-2,9 %","78,91 %","8,79 %","20,83 %",Primærkommune,19438414,Gentofte Kommune,5798008659522,Tilbuddet selv,55.752753,12.508188,Gentofte Kommune
Annexgaarden Nakke STU & § 104,"Bygaden 6
    

    4500 Nykøbing Sj","Godkendt
        30-04-2025","667,8 - 667,8 kr.","Aktivitets- og samværstilbud, § 104","5 - Aktivitets- og samværstilbud, § 104",,,,,,,,,,,,,,,,,,,,55.923583,11.734254,Odsherred Kommune
Café Fønix,"Egevej 7C
    

    8783 Hornsyld","Godkendt
        12-03-2015",,"Aktivitets- og samværstilbud, § 104","35 - Aktivitets- og samværstilbud, § 104",,,,,,,,,,,,,,,,,,,,55.755345,9.856369,Hedensted Kommune
"Center for erhvervet hjerneskade , Gelerts Gård, aktivitets -og samværstilbud (Center Center for Erhvervet Hjerneskade, Gelerts Gård)","Katforte 20
    

    6400 Sønderborg","Godkendt
        24-03-2025","272,13 - 272,13 kr.","Aktivitets- og samværstilbud, § 104","20 - Aktivitets- og samværstilbud, § 104","20 pladser -
            ingen ledige",Kirsten Blenstrup Patsche,kpat@sonderborg.dk,28801901,22.436.642 kr.,-1.013.237 kr.,431.544 kr.,17.021.864 kr.,577.544 kr.,,"-4,52 %","87,39 %","7,8 %",9 %,Primærkommune,29189773,Sønderborg Kommune,5798005156918,Tilbuddet selv,54.924148,9.675353,Sønderborg Kommune
"Dagtilbud Arbejdsliv og Øvebaner, Specialtilbudet Marco Polo","Gennem Bakkerne 8
    

    9310 Vodskov","Godkendt
        02-03-2017",603 - 958 kr.,"Aktivitets- og samværstilbud, § 104","20 - Aktivitets- og samværstilbud, § 104","20 pladser -
                Kontakt afdelingen om ledige pladser",Kasper Bonde Petersen,fagc-udv-haem@aalborg.dk,99317775,,,,,,,,,,,Primærkommune,29189420,Aalborg Kommune,5798003749488,Tilbuddet selv,57.115205,10.026767,Aalborg Kommune
Dagtilbuddet Jacobshøj (Botilbuddet Jacobshøj),"Robert Jacobsens Vej 11A, st. 
    

    2300 København S","Godkendt
        01-11-2024",805 - 805 kr.,"Aktivitets- og samværstilbud, § 104","16 - Aktivitets- og samværstilbud, § 104","16 pladser -
            ingen ledige",Kenneth Oxenbøll,HK1G@kk.dk,21265733,44.098.360 kr.,5.262.405 kr.,1.486.900 kr.,17.060.051 kr.,4.918.879 kr.,,"11,93 %","57,02 %","7,17 %","19,7 %",Primærkommune,64942212,Københavns Kommune,5798009696656,Tilbuddet selv,,,
Dagtilbuddet Regnbuen,"Nødebovej 40
    

    3480 Fredensborg","Godkendt
        04-10-2023",269 - 808 kr.,"Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","40 pladser -
            ingen ledige",Signe Tronier,sitro@hillerod.dk,72326000,,,,,,,,,,,Primærkommune,29189366,Hillerød Kommune,5798001131728,Tilbuddet selv,55.982564,12.347806,Hillerød Kommune
"Døvblindehuset, CFD - dagtilbud (Døvblindehuset, CFD)","Wesselsmindevej 11
    

    2850 Nærum","Godkendt
        24-03-2025","1.192,5 - 1.791,61 kr.","Aktivitets- og samværstilbud, § 104","10 - Aktivitets- og samværstilbud, § 104","10 pladser -
            ingen ledige",Mona Pagnozzi,mop@cfd.dk,44391302,33.853.020 kr.,332.333 kr.,469.400 kr.,16.556.289 kr.,2.648.159 kr.,"78,3 %","0,98 %","64,47 %","12,2 %","26,1 %",Fonde og andre selvejende institutioner,55280312,CFD,5798008696145,Tilbuddet selv,55.809002,12.542098,Rudersdal Kommune
Klub Soltoften,"Hovedvejen 51
    

    2600 Glostrup","Godkendt
        19-03-2025",0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","25 pladser -
                Kontakt afdelingen om ledige pladser",Elena Marianne Nygård Samssund,elena.samssund@glostrup.dk,30339514,,,,,,,,,,,Primærkommune,65120119,Glostrup Kommune,5798009041463,Tilbuddet selv,55.666608,12.407855,Glostrup Kommune
Klub Stjerneskud (AKU-center Frederikssund),"Strandstræde 30
    

    3550 Slangerup","Godkendt
        05-11-2019",98 - 98 kr.,"Aktivitets- og samværstilbud, § 104","45 - Aktivitets- og samværstilbud, § 104","45 pladser -
            ingen ledige",Malene Hald Olsen,mhols@frederikssund.dk,61993219,,,,,,,,,,,Primærkommune,29189129,Frederikssund Kommune,5798008060205,Tilbuddet selv,55.848361,12.161323,Frederikssund Kommune
Lille Skole for Voksne,"Skalbakken 17, 1. 
    

    2720 Vanløse","Godkendt
        16-05-2023","48,84 - 48,84 kr.","Aktivitets- og samværstilbud, § 104","80 - Aktivitets- og samværstilbud, § 104","80 pladser -
                Kontakt afdelingen om ledige pladser",Signe Buch,kontoret@lsfv.dk,24924503,,,,,,,,,,,Øvrige virksomhedsformer,16778699,LILLE SKOLE FOR VOKSNE,Københavns Kommune,Tilbuddet selv,,,
Mølledag,"Øster Kærvej 33
    

    9700 Brønderslev","Godkendt
        09-01-2024","469,22 - 469,22 kr.","Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","40 pladser -
                Kontakt afdelingen om ledige pladser",Jan Erik Christensen,jec@moellefonden.dk,21790821,,,,,,,,,,,Fonde og andre selvejende institutioner,13804672,Møllefonden,Brønderslev Kommune,Tilbuddet selv,57.258183,9.956611,Brønderslev Kommune
Rehabilitering og Udviklingscenter Filadelfia - Aktivitetshuset §104 (Rehabilitering og Udviklingscenter Filadelfia),"Værkstedsvej 1
    

    4293 Dianalund","Godkendt
        19-01-2017","370,15 - 407,36 kr.","Aktivitets- og samværstilbud, § 104","50 - Aktivitets- og samværstilbud, § 104","50 pladser -
                Kontakt afdelingen om ledige pladser",Helle Lene Nielsen,hlnis@filadelfia.dk,58271330,,,,,,,,,,,Fonde og andre selvejende institutioner,64723413,Filadelfia,5798001997980,Tilbuddet selv,55.528633,11.501261,Sorø Kommune
Stendyssegaarden STU,"Stendyssevej 8B
    

    4534 Hørve","Godkendt
        04-12-2024","643,95 - 643,95 kr.","Aktivitets- og samværstilbud, § 104","4 - Aktivitets- og samværstilbud, § 104","4 pladser -
                Kontakt afdelingen om ledige pladser",Kia Madsen,stu@stendyssegaarden.dk,40470847,,,,,,,,,,,Personligt ejet Mindre Virksomhed,42446351,Stendyssegaarden STU,Odsherred Kommune,Tilbuddet selv,55.74371,11.403962,Odsherred Kommune
Udviklingscenter Vest - Åkæret,"Askekrattet 3
    

    6705 Esbjerg Ø","Godkendt
        01-11-2015",154 - 654 kr.,"Aktivitets- og samværstilbud, § 104","18 - Aktivitets- og samværstilbud, § 104","18 pladser -
            ingen ledige",Morten Jensen,ucv@esbjerg.dk,76168400,,,,,,,,,,,Primærkommune,29189803,Esbjerg Kommune,5798004983355,Tilbuddet selv,55.495117,8.488831,Esbjerg Kommune
Udviklingscenter Vest - Åmosen,"Åmoseparken 81
    

    6710 Esbjerg V","Godkendt
        16-11-2015",154 - 654 kr.,"Aktivitets- og samværstilbud, § 104","59 - Aktivitets- og samværstilbud, § 104","59 pladser -
            ingen ledige",Morten Jensen,ucv@esbjerg.dk,76168400,,,,,,,,,,,Primærkommune,29189803,Esbjerg Kommune,5798004983355,Tilbuddet selv,55.508949,8.39284,Esbjerg Kommune
Værkstedscentret Tårnfalkevej,"Søvangsvej 1, st.  th
    

    2650 Hvidovre","Godkendt
        02-03-2023","949,23 - 949,23 kr.","Aktivitets- og samværstilbud, § 104","21 - Aktivitets- og samværstilbud, § 104","21 pladser -
                Kontakt afdelingen om ledige pladser",Helle Fredslund Førster-Christensen,helle@fredslundconsulting.dk,22504452,,,,,,,,,,,Anpartsselskab,43691236,Værkstedscentret Tårnfalkevej ApS,Hvidovre Kommune,Tilbuddet selv,,,
ACS Aktivitetstilbuddet Åhuset,"Jægervej 16
    

    7800 Skive","Godkendt
        26-11-2024","364,9 - 596,86 kr.","Aktivitets- og samværstilbud, § 104","18 - Aktivitets- og samværstilbud, § 104","18 pladser -
                Kontakt afdelingen om ledige pladser",Lene Lykke Pedersen,llpe@skivekommune.dk,99157231,,,,,,,,,,,Primærkommune,29189579,Skive Kommune,5798004092569,Tilbuddet selv,56.550093,9.023147,Skive Kommune
Aktivitets- og Samværstilbud Fyrvejen 65,"Fyrvejen 65
    

    7900 Nykøbing M","Godkendt
        08-02-2024",338 - 338 kr.,"Aktivitets- og samværstilbud, § 104","65 - Aktivitets- og samværstilbud, § 104","65 pladser -
            ingen ledige",Nils Skovbakke,nils.skovbakke@morsoe.dk,23694095,,,,,,,,,,,Primærkommune,41333014,Morsø Kommune,5798004039366,Tilbuddet selv,56.806212,8.869234,Morsø Kommune
Blumesvej (AGERBÆKHUSE),"Blumesvej 3
    

    4600 Køge","Godkendt
        01-10-2024",728 - 728 kr.,"Aktivitets- og samværstilbud, § 104","56 - Aktivitets- og samværstilbud, § 104","56 pladser -
            ingen ledige",Berit Petersen,agerbaekhuse@koege.dk,56662011,74.039.235 kr.,-1.952.104 kr.,3.825.347 kr.,46.458.043 kr.,10.615.820 kr.,,"-2,64 %","88,08 %","3,66 %",24 %,Primærkommune,29189374,Køge Kommune,5798007766320,Tilbuddet selv,55.463495,12.180312,Køge Kommune
CORTEX20 - Dagcenter for erhvervet hjerneskade,"Bredgade 20
    

    6000 Kolding","Godkendt
        08-10-2014",378 - 378 kr.,"Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","40 pladser -
            ingen ledige",Lissi Borre Larsen,lbla@kolding.dk,79797094,,,,,,,,,,,Primærkommune,29189897,Kolding Kommune,Kolding Kommune,Tilbuddet selv,55.487277,9.471271,Kolding Kommune
Cafeen,"Sydtoften 8
    

    7200 Grindsted","Godkendt
        16-03-2015",,"Aktivitets- og samværstilbud, § 104","95 - Aktivitets- og samværstilbud, § 104","95 pladser -
            ingen ledige",Anne-Mette Kjær,amkj@billund.dk,72141948,,,,,,,,,,,Primærkommune,29189765,Billund Kommune,Billund Kommune,Tilbuddet selv,55.754685,8.912231,Billund Kommune
Dagcentret Kærhøj,"Kærhøjparken 11
    

    6600 Vejen","Godkendt
        19-04-2024",543 - 543 kr.,"Aktivitets- og samværstilbud, § 104","28 - Aktivitets- og samværstilbud, § 104","28 pladser -
                Kontakt afdelingen om ledige pladser",Heinrich Schjøth-Kristensen,heisc@vejen.dk,20446796,,,,,,,,,,,Primærkommune,29189838,Vejen Kommune,5798005406044,Tilbuddet selv,55.476531,9.143114,Vejen Kommune
Dyreteam 2 (NorGro),"Kildevej 3B
    

    3200 Helsinge","Godkendt
        04-11-2024","930,59 - 2.694,69 kr.","Aktivitets- og samværstilbud, § 104","2 - Aktivitets- og samværstilbud, § 104","2 pladser -
                Kontakt afdelingen om ledige pladser",Monica Rosenville Larsen,mr@norgro.dk,27510498,,,,,,,,,,,Anpartsselskab,43347160,NorGro ApS,Gribskov Kommune,Tilbuddet selv,56.004949,12.237487,Gribskov Kommune
FOF FREDERICIA,"Vindegade 72
    

    5000 Odense C","Godkendt
        27-04-2016","67,35 - 67,35 kr.","Aktivitets- og samværstilbud, § 104","15 - Aktivitets- og samværstilbud, § 104","15 pladser -
            ingen ledige",Tina Quast,kunstskolen@fof-ofm.dk,51366052,,,,,,,,,,,Forening,37560014,FOF Fyn-Fredericia,Odense Kommune,Tilbuddet selv,55.397876,10.381456,Odense Kommune
GRO Tårnby,"Sneserevej 10
    

    2770 Kastrup","Godkendt
        07-09-2023",141 - 141 kr.,"Aktivitets- og samværstilbud, § 104","100 - Aktivitets- og samværstilbud, § 104","100 pladser -
                Kontakt afdelingen om ledige pladser",Rikke Larsen,rla.as@taarnby.dk,32471821,,,,,,,,,,,Primærkommune,20310413,Tårnby Kommune,5790000416530,Tilbuddet selv,55.63199,12.599915,Tårnby Kommune
Guldborgsund Handicap - Dagtilbud under serviceloven § 104,"Københavnsvej 5
    

    4800 Nykøbing F","Godkendt
        28-01-2019",323 - 323 kr.,"Aktivitets- og samværstilbud, § 104","100 - Aktivitets- og samværstilbud, § 104","100 pladser -
                Kontakt afdelingen om ledige pladser",Kurt Lejbølle,kle@guldborgsund.dk,25180228,,,,,,,,,,,Primærkommune,29188599,Guldborgsund Kommune,5798007151911,Tilbuddet selv,54.783896,11.870615,Guldborgsund Kommune
Gundersted Købmandsgård 2 (Gundersted Købmandsgård),"Gunderstedvej 43
    

    9240 Nibe","Godkendt
        19-12-2014",679 - 679 kr.,"Aktivitets- og samværstilbud, § 104","5 - Aktivitets- og samværstilbud, § 104","5 pladser -
                Kontakt afdelingen om ledige pladser",Kenneth Bach Christensen,kbc@vesthimmerland.dk,21639068,,,,,,,,,,,Primærkommune,29189471,Vesthimmerlands Kommune,5798004133217,Tilbuddet selv,56.904531,9.485243,Vesthimmerlands Kommune
Hamlet,"Nørre Allé 30
    

    8000 Aarhus C","Godkendt
        08-05-2015",,"Aktivitets- og samværstilbud, § 104","30 - Aktivitets- og samværstilbud, § 104","30 pladser -
                Kontakt afdelingen om ledige pladser",Helle Kristensen,kontakt@hamlet3-1.dk,28900819,,,,,,,,,,,Frivillig forening,31650534,Hamlet,Aarhus Kommune,,56.16025,10.206485,Aarhus Kommune
Hasselvej 1B (Aktivitets- og samværstilbuddet Vongshøj),"Nørregade 30
    

    6240 Løgumkloster","Godkendt
        02-07-2019",286 - 572 kr.,"Aktivitets- og samværstilbud, § 104","21 - Aktivitets- og samværstilbud, § 104","21 pladser -
                Kontakt afdelingen om ledige pladser",Marianne Styrk,mst@toender.dk,29432494,,,,,,,,,,,Primærkommune,29189781,Tønder Kommune,5798005031017,Tilbuddet selv,55.083821,8.93383,Tønder Kommune
Hjerterummet,"Østerbro 20
    

    9000 Aalborg","Godkendt
        08-12-2014",0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","40 pladser -
                Kontakt afdelingen om ledige pladser",Klaus Abildgaard,kab@blaakors.dk,61241450,,,,,,,,,,,Forening,60786615,Blå Kors Danmark,Fredericia Kommune,Tilbuddet selv,57.04603,9.932946,Aalborg Kommune
KFUK'S sociale arbejde Reden Aarhus,"Sjællandsgade 6
    

    8000 Aarhus C","Godkendt
        27-02-2015",0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","25 pladser -
                Kontakt afdelingen om ledige pladser",Joan Hougaard,aarhus@reden.dk,86189644,,,,,,,,,,,Forening,27093612,KFUK'S SOCIALE ARBEJDE,Københavns Kommune,Tilbuddet selv,56.161259,10.209409,Aarhus Kommune
Livsværkstederne i Gellerup,"Gudrunsvej 7, kl.  4
    

    8220 Brabrand","Godkendt
        08-05-2015",0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","80 - Aktivitets- og samværstilbud, § 104","80 pladser -
                Kontakt afdelingen om ledige pladser",Gritt Rhinstrøm Kristensen,post@kfumsoc.dk,31684470,,,,,,,,,,,Øvrige virksomhedsformer,25151739,Livsværkstederne Cafe Vita Gellerup,Aarhus Kommune,Tilbuddet selv,,,
Mirabell (NBV / Mirabell),"Georg Jensens Vej 12
    

    9800 Hjørring","Godkendt
        02-05-2014",390 - 390 kr.,"Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","25 pladser -
                Kontakt afdelingen om ledige pladser",Anne Mette Drustrup,amkd@hjoerring.dk,41226455,,,,,,,,,,,Primærkommune,29189382,Hjørring Kommune,5798003596754,Tilbuddet selv,57.445587,10.013211,Hjørring Kommune
Pibergården Lavuk,"Nødebovej 56
    

    3480 Fredensborg","Godkendt
        16-03-2015","460,78 - 1.724,83 kr.","Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","25 pladser -
                Kontakt afdelingen om ledige pladser",Katrine Bang,khb@lavuk.dk,48484501,,,,,,,,,,,Øvrige virksomhedsformer,25903293,Pibergaarden,Hillerød Kommune,Tilbuddet selv,55.990218,12.352162,Hillerød Kommune
