Navn,Adresse,Latitude,Longitude,Kontaktperson,Tilsynsstatus,Takster,Tilbudstyper,Pladser,Kapacitet
"Rindbæk Hus 2 (Specialområde Autisme, Hedensted)","Bækketoften 2C, st.  1
  

  8722 Hedensted",55.7635888,9.7059313,"Sanne Frølund

  24753799","Godkendt
  14-03-2024",Fra 2.118 - 2.118 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","4 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","4 pladser -
  Kontakt afdelingen om ledige pladser"
"Specialområde Autisme, Hinge","Tingskrivervej 37A
  

  8620 Kjellerup",56.2676024,9.5243915,"Sanne Frølund

  24753799","Godkendt
  30-01-2025",Fra 3.040 - 3.040 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","8 - Botilbud til længerevarende ophold, § 108
  
  
  
  8 - Botilbud til midlertidige ophold, § 107","8 pladser -
  Kontakt afdelingen om ledige pladser"
"Specialområde Autisme, Tørring - Kollegiet (Specialområde Autisme, Tørring)","Nordre Fælledvej 2
  

  7160 Tørring",55.8623351,9.4910266,"Sanne Frølund

  24753799","Godkendt
  07-10-2024",Fra 1.151 - 1.151 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
  
  
  
  11 - Botilbud til midlertidige ophold, § 107","3 pladser -
  Kontakt afdelingen om ledige pladser"
"Specialområde Autisme, Tørring - Nordre Fælledvej (Specialområde Autisme, Tørring)","Nordre Fælledvej 2
  

  7160 Tørring",55.8623351,9.4910266,"Sanne Frølund

  24753799","Godkendt
  07-10-2024",Fra 1.366 - 1.366 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","12 - Botilbud til længerevarende ophold, § 108
  
  
  
  11 - Botilbud til midlertidige ophold, § 107","11 pladser -
  Kontakt afdelingen om ledige pladser"
Trivselshuset Eriksvej,"Eriksvej 20
  

  2600 Glostrup",55.6638302,12.385609,"Mohamed El Maghlouk

  40400771","Godkendt
  06-09-2024","Fra 5.306,15 - 15.918,44 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser"
Trivselshuset Vennely (Trivselshuset Eriksvej),"Taastrup Hovedgade 56
  

  2630 Taastrup",55.6507603,12.3017363,"Mohamed El Maghlouk

  40400771","Godkendt
  06-09-2024","Fra 5.306,15 - 15.918,44 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  8 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser"
Safranvej (Bostederne Handicap Vest),"Safranvej 4
  

  8800 Viborg",56.4747787,9.3932125,"Birgith Bondekjær Langballe

  40179388","Godkendt
  25-11-2024",Fra 680 - 1.994 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  11 - Botilbud til midlertidige ophold, § 107","11 pladser -
  ingen ledige"
Ekkenberg i Olufsgade,"Olufsgade 6, st.  tv
  

  4200 Slagelse",55.406429,11.346907,"Jürgen Nagel

  27250806","Godkendt
  02-12-2024","Fra 2.731,93 - 6.355,14 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","7 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Botilbud til længerevarende ophold, § 108","6 pladser -
  Kontakt afdelingen om ledige pladser"
DEN SELVEJENDE INSTITUTION SØNDERMARKEN,"Skalsbjergvej 16A
  

  4200 Slagelse",55.3560844,11.3880823,"Rune Jensen

  58584063","Godkendt
  07-03-2025","Fra 2.298,06 - 3.484,23 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","2 - Botilbud til længerevarende ophold, § 108
  
  
  
  7 - Botilbud til midlertidige ophold, § 107","7 pladser -
  ingen ledige"
Søttruphus,"Vester Søttrup Vej 36
  

  9600 Aars",56.8599697,9.4109842,"Hans Brian Charles Schultz

  98661180","Godkendt
  14-04-2025","Fra 3.719,31 - 3.719,31 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Botilbud til længerevarende ophold, § 108
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  ingen ledige"
"Trancit Botilbud, Frisenborg Alle","Adelgade 106
  

  8660 Skanderborg",56.0358788,9.9314281,"Mikkel Buck

  25949462","Godkendt
  28-03-2025","Fra 9.889,16 - 11.643,57 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser"
Specialtilbud - Ivar Huitfeldtsvej (Specialtilbud - Koktvedstien),"Ivar Huitfeldts Vej 4A
  

  9900 Frederikshavn",57.4383883,10.5236941,"Vibeke Müller

  30763848","Godkendt
  17-09-2024",Fra 12.072 - 12.072 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Botilbud til længerevarende ophold, § 108","1 pladser -
  ingen ledige"
Botilbud Spektrum,"Kalundborgvej 83
  

  4200 Slagelse",55.4154679,11.3361648,"Jeanne Schou

  21229045","Godkendt med vilkår
  04-06-2024","Fra 2.530,01 - 2.638,76 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","6 - Botilbud til længerevarende ophold, § 108
  
  
  
  6 - Botilbud til midlertidige ophold, § 107","6 pladser -
  Kontakt afdelingen om ledige pladser"
"Specialområde Autisme, Tørring - Kildebo (Specialområde Autisme, Tørring)","Nordre Fælledvej 2
  

  7160 Tørring",55.8623351,9.4910266,"Sanne Frølund

  24753799","Godkendt
  07-10-2024",Fra 1.498 - 1.498 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Botilbud til længerevarende ophold, § 108
  
  
  
  6 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Bækkebo - afdeling 27 (Fonden Bækkebo),"Vestbygade 26
  

  9610 Nørager",56.7849278,9.6778812,"Flemming Jeppesen

  21733431","Godkendt
  24-06-2024","Fra 3.433,45 - 3.433,45 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Botilbud til længerevarende ophold, § 108
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","2 pladser -
  ingen ledige"
Nordlien Rødland - Botilbuddene Nordenfjords (Nordlien - Botilbuddene Nordenfjords),"Nørtorupvej 39
  

  9690 Fjerritslev",57.1283295,9.3642565,"Allan Jensen

  22430505","Godkendt
  02-07-2024","Fra 3.630,19 - 8.089,69 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Bækkebo - afdeling 27a (Fonden Bækkebo),"Vestbygade 26
  

  9610 Nørager",56.7849278,9.6778812,"Flemming Jeppesen

  21733431","Godkendt
  24-06-2024","Fra 3.433,45 - 3.433,45 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","1 pladser -
  ingen ledige"
Øernes Autisme Tilbud Petersdal - Hus 7 - Skærmet tilbud (Øernes Autisme Tilbud Petersdal),"Grønsundvej 7
  

  4780 Stege",54.9758245,12.2720415,"Lisbeth Raulund Olsen

  61360783","Godkendt
  16-12-2024","Fra 8.661,37 - 8.661,37 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  0 - Botilbud til længerevarende ophold, § 108","0 pladser -
  ingen ledige"
Postens Vej 10 (Bofællesskabet Postens Vej),"H.O. Wildenskovsvej 10
  

  7080 Børkop",55.6553604,9.6682215,"Hanne Frandsen

  22841826","Godkendt
  22-04-2025",Fra 2.180 - 5.275 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  7 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser"
§107 / §108 Team Østerhaven (Fonden Det Private Botilbud),"Østergade 3, 1. 
  

  4270 Høng",55.5087961,11.2901411,"Søren Olsen

  30521720","Godkendt
  04-03-2025","Fra 1.702,89 - 3.052,8 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","4 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","4 pladser -
  ingen ledige"
Altiden Landerupgaard - Hus 3 (Altiden Landerupgaard),"Landerupvej 8
  

  6000 Kolding",55.5684905,9.5524804,"Susanne Cederberg

  81806685","Godkendt med skærpet tilsyn
  31-01-2025","Fra 4.508,6 - 9.905,38 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Botilbud til længerevarende ophold, § 108
  
  
  
  3 - Botilbud til midlertidige ophold, § 107","3 pladser -
  Kontakt afdelingen om ledige pladser"
Kalkær (Den selvejende institution Røllum Gl. Skole),"Tinglevvej 256
  

  6200 Aabenraa",54.9842144,9.3870143,"Hans Peter Jessen

  51443304","Godkendt
  04-11-2024",Fra 0 - 0 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","0 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","0 pladser -
  Kontakt afdelingen om ledige pladser"
ACS Botilbuddet Jægervej 16 (AutismeCenter Skive),"Bilstrupvej 27C
  

  7800 Skive",56.5494914,9.0199446,"Susanne Højvang

  99157204","Godkendt
  24-10-2024",Fra 4.555 - 4.555 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","1 pladser -
  Kontakt afdelingen om ledige pladser"
"Seniorhuset (Specialområde Autisme, Hinnerup)","Stadionalle 3A
  

  8382 Hinnerup",56.2678357,10.065544299999999,"Sanne Frølund

  24753799","Godkendt
  22-10-2024",Fra 1.836 - 1.836 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Botilbud til længerevarende ophold, § 108","2 pladser -
  Kontakt afdelingen om ledige pladser"
Lykkegården (Fonden Landbo),"Gl Hadsundvej 2
  

  9550 Mariager",56.676032,10.0725062,"Myrna Christensen

  96520702","Godkendt
  21-03-2025","Fra 3.063,29 - 3.063,29 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","4 pladser -
  ingen ledige"
Postens Vej 4 (Bofællesskabet Postens Vej),"H.O. Wildenskovsvej 10
  

  7080 Børkop",55.6553604,9.6682215,"Hanne Frandsen

  22841826","Godkendt
  22-04-2025",Fra 2.180 - 5.275 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","14 - Botilbud til længerevarende ophold, § 108
  
  
  
  3 - Botilbud til midlertidige ophold, § 107","14 pladser -
  Kontakt afdelingen om ledige pladser"
Fonden Den selvejede institution Nørreheden,"Ajstrup Nørrehede 24
  

  9381 Sulsted",57.170025,10.0088519,"Søren Wiwe

  21907936","Godkendt med vilkår
  12-01-2025","Fra 2.606,33 - 2.606,33 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","5 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","4 pladser -
  ingen ledige"
Støttekontaktgruppens Botilbud Bakkely (Støttekontaktgruppens Botilbud afd. 2 ApS),"Gl. Frederiksborgvej 13A
  

  3400 Hillerød",55.9104821,12.3288161,"Henriette Salmon

  25502424","Godkendt
  06-01-2025","Fra 2.058,73 - 7.352,48 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  8 - Botilbud til midlertidige ophold, § 107","1 pladser -
  ingen ledige"
"Tornhus Syd (Tornhuset, Tornbjergvej)","Tornbjergvej 1
  

  5220 Odense SØ",55.3758002,10.4583731,"Britt Clausen

  23313949","Godkendt
  12-03-2025",Fra 28 - 3.776 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  10 - Botilbud til længerevarende ophold, § 108","10 pladser -
  ingen ledige"
Fonden Tinghøjgård,"Langhedevej 28
  

  6800 Varde",55.669887,8.4645846,"Matthias von Arenstorff

  20778058","Godkendt
  05-11-2024","Fra 2.062,13 - 5.011,27 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","6 - Botilbud til midlertidige ophold, § 107
  
  
  
  11 - Botilbud til længerevarende ophold, § 108","11 pladser -
  Kontakt afdelingen om ledige pladser"
Kuben (Autismespektrumforstyrrelser - Sødisbakke),"Havndalvej 7
  

  9550 Mariager",56.6477403,9.989066,"Mette Sommer-Dahl

  92438196","Godkendt med skærpet tilsyn
  11-04-2025",Fra 9.531 - 9.531 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser"
"2.,3.,4. og 5. etage (Betty)","Betty Nansens Alle 51
  

  2000 Frederiksberg",55.67011,12.5008576,"Sanne Victoria Mylenberg

  28989595","Godkendt
  22-05-2024","Fra 1.465,6 - 5.878,23 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  0 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  20 - Botilbud til længerevarende ophold, § 108
  
  
  
  10 - Botilbud til midlertidige ophold, § 107","10 pladser -
  ingen ledige"
HabitusHuset Glimsholt,"Højbjergvej 41
  

  9870 Sindal",57.4187003,10.2271671,"Elizabeth Haizmann Bergstrøm

  20610241","Godkendt med vilkår
  01-08-2024","Fra 10.516,9 - 23.203,19 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","2 pladser -
  Kontakt afdelingen om ledige pladser"
Thyfondens socialpsykiatriske bo- og arbejdstilbud Enggården,"Enggårdsvej 2
  

  7700 Thisted",56.9140913,8.475852,"Leo Jørgensen

  97937255","Godkendt
  03-01-2025","Fra 1.452,94 - 1.834,54 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","10 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","10 pladser -
  Kontakt afdelingen om ledige pladser"
Tranekær,"Tranekærvej 70
  

  9490 Pandrup",57.175379,9.6796874,"René Bech

  96732102","Godkendt
  27-09-2024","Fra 2.599,65 - 2.599,65 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Botilbud til længerevarende ophold, § 108
  
  
  
  6 - Botilbud til midlertidige ophold, § 107","6 pladser -
  ingen ledige"
HabitusHuset Them,"Horsensvej 3
  

  8653 Them",56.0845951,9.5716486,"Elizabeth Haizmann Bergstrøm

  20610241","Godkendt
  06-02-2025","Fra 10.110,49 - 10.110,49 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
  
  
  
  3 - Botilbud til midlertidige ophold, § 107","3 pladser -
  Kontakt afdelingen om ledige pladser"
Svalegangen (Botilbuddet Bredgade og Svalegangen),"Bredgade 8A 30
  

  8870 Langå",56.3911591,9.8933114,"Poul Erik Bloch

  23723621","Godkendt
  25-11-2024",Fra 955 - 2.864 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  8 - Botilbud til midlertidige ophold, § 107","8 pladser -
  ingen ledige"
Skovbo (Autismespektrumforstyrrelser - Sødisbakke),"Havndalvej 7
  

  9550 Mariager",56.6477403,9.989066,"Mette Sommer-Dahl

  92438196","Godkendt med skærpet tilsyn
  11-04-2025",Fra 4.137 - 8.410 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","21 - Botilbud til længerevarende ophold, § 108
  
  
  
  3 - Botilbud til midlertidige ophold, § 107","21 pladser -
  Kontakt afdelingen om ledige pladser"
Øernes Autisme Tilbud Petersdal - Hus 144 (Øernes Autisme Tilbud Petersdal),"Grønsundvej 144A
  

  4780 Stege",54.9556821,12.2394709,"Lisbeth Raulund Olsen

  61360783","Godkendt
  16-12-2024","Fra 8.929,44 - 8.929,44 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","3 pladser -
  ingen ledige"
Botilbud Lindholm 24 A (Botilbud Lindholm),"Knokbjerg 24B
  

  6100 Haderslev",55.2049129,9.4469193,"Bjarne Wojtaszewski

  42525175","Godkendt
  07-04-2025","Fra 5.008,5 - 13.642,2 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","3 pladser -
  Kontakt afdelingen om ledige pladser"
"Pilehøj, Portnerboligen (Pilehøj)","Dronning Margrethes Vej 39
  

  4000 Roskilde",55.6428575,12.0940904,"Christian Jørgensen

  51264054","Godkendt
  25-03-2025",Fra 5.060 - 5.060 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Botilbud til længerevarende ophold, § 108","2 pladser -
  ingen ledige"
Sønderstrupvej (Granhøjen Midtsjælland),"Sønderstrupvej 22
  

  4340 Tølløse",55.6093066,11.7614754,"Eva Maria Albæk

  59922301","Godkendt
  22-01-2025","Fra 4.881,62 - 4.881,62 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Botilbud til længerevarende ophold, § 108","3 pladser -
  Kontakt afdelingen om ledige pladser"
Bækkebo - afdeling 28 (Fonden Bækkebo),"Vestbygade 26
  

  9610 Nørager",56.7849278,9.6778812,"Flemming Jeppesen

  21733431","Godkendt
  24-06-2024","Fra 3.433,45 - 3.433,45 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Botilbud til længerevarende ophold, § 108","3 pladser -
  ingen ledige"
Rørmosegård (Granhøjens Botilbud A/S),"Annebjerg Stræde 4
  

  4500 Nykøbing Sj",55.903082,11.653774,"Eva Maria Albæk

  59932301","Godkendt
  04-02-2025","Fra 2.189,43 - 2.189,43 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","4 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Botilbud til længerevarende ophold, § 108","3 pladser -
  Kontakt afdelingen om ledige pladser"
Skovgården (Granhøjens Botilbud A/S),"Klintvej 180
  

  4500 Nykøbing Sj",55.9475801,11.5802385,"Eva Maria Albæk

  59932301","Godkendt
  04-02-2025","Fra 2.924,01 - 2.924,01 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","2 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
