Navn,Adresse,Latitude,Longitude,Status,Takster,Type,Pladser,Kapacitet,Kontaktperson,Email,Telefon
Medieværksted (PGU Rosenholm),"Banevej 2
  

  8543 Hornslet",56.3208472,10.3136511,"Godkendt
  16-09-2024","863,02 - 863,02 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","2 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  1 - Aktivitets- og samværstilbud, § 104","2 pladser -
  Kontakt afdelingen om ledige pladser",Birgit Smedegaard,bsm@pgu.dk,61729202
Møllegården (Det socialøkonomiske Botilbud Bella Noa),"Hovedgaden 95
  

  4520 Svinninge",55.7210636,11.4543577,"Godkendt
  28-03-2025","715,5 - 1.025,55 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","10 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  40 - Aktivitets- og samværstilbud, § 104","40 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 15 pladser forbeholdt beboere på botilbuddet",Janne Petersen,jpe@bella-noa.dk,55662075
SKOVSGÅRD HOTEL,"Hovedgaden 26
  

  9460 Brovst",57.0892136,9.4857643,"Godkendt
  23-11-2023","444,56 - 444,56 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","7 - Aktivitets- og samværstilbud, § 104
  
  
  
  25 - Beskyttet beskæftigelsestilbud, § 103","7 pladser -
  Kontakt afdelingen om ledige pladser",Erik Christensen,erik@skovsgaardhotel.dk,4598230400
THY VÆRKSTEDET,"Kronborgvej 113
  

  7700 Thisted",56.9641888,8.7027587,"Godkendt
  20-12-2021",403 - 419 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","30 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  87 - Aktivitets- og samværstilbud, § 104","87 pladser -
  Kontakt afdelingen om ledige pladser",Christine Bak Madsen,cbma@thisted.dk,99172640
Tinghøjgård Beskæftigelse - aktivitet og samvær (Fonden Tinghøjgård),"Langhedevej 28
  

  6800 Varde",55.669887,8.4645846,"Godkendt
  05-11-2024","542,09 - 1.881,89 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","16 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Beskyttet beskæftigelsestilbud, § 103","1 pladser -
  Kontakt afdelingen om ledige pladser",Matthias von Arenstorff,matthias@varde.nu,20778058
UNGDOMSKLUBBEN KRIDTHUSET,"Gladsaxevej 17
  

  2860 Søborg",55.7285814,12.5195563,"Godkendt
  07-12-2022",139 - 394 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Særlige klubtilbud, § 82, jf. § 84","20 - Aktivitets- og samværstilbud, § 104
  
  
  
  40 - Særlige klubtilbud, § 82, jf. § 84","20 pladser -
  Kontakt afdelingen om ledige pladser",Thomas Hjerrild Perlt Nielsen,thhjni@gladsaxe.dk,30338878
ACS Aktivitetshuset Idavang,"H C Ørsteds Vej 1
  

  7800 Skive",56.5532212,9.0193235,"Godkendt
  26-11-2024","424,9 - 656,86 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","70 - Aktivitets- og samværstilbud, § 104
  
  
  
  10 - Beskyttet beskæftigelsestilbud, § 103","10 pladser -
  Kontakt afdelingen om ledige pladser",Lene Lykke Pedersen,llpe@skivekommune.dk,99157231
Birkebo dagbeskæftigelse (Botilbuddet Birkebo ApS),"Klejtrupvej 15
  

  9500 Hobro",56.5949223,9.7396804,"Godkendt
  08-11-2024","459,83 - 459,83 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","7 - Aktivitets- og samværstilbud, § 104
  
  
  
  3 - Beskyttet beskæftigelsestilbud, § 103","7 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 5 pladser forbeholdt beboere på botilbuddet",Janne Gudum,janne@birkebo1og2.dk,28121054
CFD Værkstedet Skaboeshus (CFD Nyborg),"Skaboeshusevej 107
  

  5800 Nyborg",55.3318282,10.79444,"Godkendt
  31-05-2024","863,48 - 863,48 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","39 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  10 - Aktivitets- og samværstilbud, § 104","39 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 39 pladser forbeholdt beboere på botilbuddet",Bettina Nielsen,bjn@cfd.dk,27282519
"Dagtilbud - behandling, beskæftigelse, aktivitet og samvær (Fønix ApS)","Tranhøj 20
  

  9460 Brovst",57.1306471,9.4625052,"Godkendt
  04-03-2024","911,49 - 911,49 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","7 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  10 - Aktivitets- og samværstilbud, § 104","7 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 7 pladser forbeholdt beboere på botilbuddet",Alex Poulsen,ap@fonixvv.dk,41905651
GRO - Akademi,"Tølløsevej 1
  

  4330 Hvalsø",55.59548,11.859881,"Godkendt
  16-04-2025","0 - 718,36 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  0 - Beskyttet beskæftigelsestilbud, § 103","0 pladser -
  ingen ledige",Henrik Bekker,info@groakademi.dk,28689464
"Globen Aalestrup, Dalgaaardsvej  §§103/ 104 (Globen og Senhjerneskade, Vesthimmerland)","Dalgaardsvej 1
  

  9620 Aalestrup",56.69829,9.4876568,"Godkendt
  29-11-2024",1.137 - 1.137 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","24 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  17 - Aktivitets- og samværstilbud, § 104","24 pladser -
  Kontakt afdelingen om ledige pladser",Charlotte Grove,gro@vesthimmerland.dk,24483617
"Globen Gundersted §§103/104 (Globen og Senhjerneskade, Vesthimmerland)","Gunderstedvej 43
  

  9240 Nibe",56.9045662,9.4851796,"Godkendt
  29-11-2024",1.137 - 1.137 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","4 - Aktivitets- og samværstilbud, § 104
  
  
  
  13 - Beskyttet beskæftigelsestilbud, § 103","13 pladser -
  Kontakt afdelingen om ledige pladser",Kenneth Christensen,kbc@vesthimmerland.dk,21639068
Habitus Huset Frederiksværksgade,"Frederiksværksgade 160
  

  3400 Hillerød",55.9433448,12.243764,"Godkendt
  03-12-2024","1.933,76 - 10.676,21 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","10 - Botilbud til længerevarende ophold, § 108
  
  
  
  12 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","10 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
Hatten Aps - Hvam Aktivitetstilbud,"Hvamvej 101
  

  9620 Aalestrup",56.6680894,9.4913568,"Godkendt
  29-06-2015","420,71 - 497,99 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","15 - Aktivitets- og samværstilbud, § 104
  
  
  
  3 - Beskyttet beskæftigelsestilbud, § 103","15 pladser -
  Kontakt afdelingen om ledige pladser",Margit Skov,info@hattenhvam.dk,42460101
Karisefonden - Beskyttet Beskæftigelse (Karisefonden),"Hasselvej 2A, st. 
  

  4690 Haslev",55.3259004,11.9821674,"Godkendt
  25-11-2024","576,7 - 693,84 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","14 - Aktivitets- og samværstilbud, § 104
  
  
  
  104 - Beskyttet beskæftigelsestilbud, § 103","Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 14 pladser forbeholdt beboere på botilbuddet",Signe Holm,sih@karisefonden.dk,54550347
Kroen (SOCIALPÆDAGOGISK KOLLEKTIV RANUM),"Vestergade 10
  

  9681 Ranum",56.8997915,9.2294992,"Godkendt
  04-06-2024","469,37 - 469,37 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","14 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  9 - Aktivitets- og samværstilbud, § 104","9 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 8 pladser forbeholdt beboere på botilbuddet",Karina Træholt,kontakt@kollektivetranum.dk,98677006
Ravnshøj Dagsbeskæftigelse (ØSTAGERGÅRD),"Slettebjergvej 21
  

  4174 Jystrup Midtsj",55.5188226,11.8790988,"Godkendt
  05-02-2025","498,38 - 1.102,15 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","10 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  20 - Aktivitets- og samværstilbud, § 104","10 pladser -
  Kontakt afdelingen om ledige pladser",Hans Carsten Hansen,post@oestagergaard.dk,57528814
Skovhuset og Skovhjælperne (ITC Roskilde),"Industrileddet 4
  

  4000 Roskilde",55.6330478,12.0075232,"Godkendt
  15-03-2016",586 - 842 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","6 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  24 - Aktivitets- og samværstilbud, § 104","6 pladser -
  Kontakt afdelingen om ledige pladser",Dorte Birgitte Birkmose,dortebj@roskilde.dk,46317160
Specialistklubben,"Lautruphøj 1
  

  2750 Ballerup",55.734551,12.389473,"Godkendt
  05-09-2024","4.375 - 12.521,25 kr.","Særlige klubtilbud, § 82, jf. § 84
  
  
  
  Aktivitets- og samværstilbud, § 104","15 - Særlige klubtilbud, § 82, jf. § 84
  
  
  
  40 - Aktivitets- og samværstilbud, § 104","40 pladser -
  Kontakt afdelingen om ledige pladser",Rasmus Tornehave,rto@specialisterne.com,28308734
Startskuddets Erhvervsskole SOLIS,"Gl Præstøvej 22
  

  4735 Mern",55.051753,12.0579082,"Godkendt
  31-01-2018","921,18 - 1.158,82 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  10 - Beskyttet beskæftigelsestilbud, § 103","10 pladser -
  Kontakt afdelingen om ledige pladser",Jacob Lomholt,jfl@startskuddet.dk,50810202
Stenbjerghuset,"Bygtoften 10
  

  7430 Ikast",56.1406083,9.1462216,"Godkendt
  06-01-2025","362,52 - 3.467,79 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","6 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","4 pladser -
  ingen ledige",Allan Jakobsen,amj@stenbjerghuset.dk,25110102
Thy Skovservice (Elmelund),"Hanstholmvej 53A
  

  7700 Thisted",57.0469381,8.6756931,"Godkendt
  02-12-2024","425,48 - 435,34 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","9 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Beskyttet beskæftigelsestilbud, § 103","9 pladser -
  Kontakt afdelingen om ledige pladser",Alice Margrethe Thomsen,alice@elmelund-jbf.dk,97912423
Virkelyst (Elmelund),"Hanstholmvej 32
  

  7700 Thisted",56.9715485,8.6852242,"Godkendt
  02-12-2024","425,48 - 435,34 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","2 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  8 - Aktivitets- og samværstilbud, § 104","8 pladser -
  Kontakt afdelingen om ledige pladser",Alice Margrethe Thomsen,alice@elmelund-jbf.dk,97912423
Ørsted Aktivitetscenter (Område Ørsted - Kærvang og Skovvang),"Sygehusvej 29A
  

  8950 Ørsted",56.504147,10.3304798,"Godkendt
  03-06-2024",312 - 714 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","4 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  14 - Aktivitets- og samværstilbud, § 104","4 pladser -
  ingen ledige",Jens Jacob Jacobsen,jejj@norddjurs.dk,29244139
Østagergård Dagsbeskæftigelse (ØSTAGERGÅRD),"Slettebjergvej 21
  

  4174 Jystrup Midtsj",55.5188226,11.8790988,"Godkendt
  05-02-2025","498,38 - 841,54 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  12 - Beskyttet beskæftigelsestilbud, § 103","10 pladser -
  Kontakt afdelingen om ledige pladser",Hans Carsten Hansen,post@oestagergaard.dk,57528814
Aktivitetstilbuddet Kernen,"Fabriksvej 1
  

  8620 Kjellerup",56.27635,9.4428565,"Godkendt
  07-04-2025",141 - 880 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","47 - Aktivitets- og samværstilbud, § 104
  
  
  
  13 - Beskyttet beskæftigelsestilbud, § 103","13 pladser -
  Kontakt afdelingen om ledige pladser",Lone Nielsen,Lone.Nielsen2@silkeborg.dk,24828718
"Askovhus - Behandling af spiseforstyrrelse, personlighedsforstyrrelse og selvskade","Åboulevard 40
  

  2200 København N",55.6850246,12.5541222,"Godkendt
  31-01-2025","1.686,67 - 6.493,4 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","29 - Aktivitets- og samværstilbud, § 104
  
  
  
  26 - Botilbud til midlertidige ophold, § 107","29 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 26 pladser forbeholdt beboere på botilbuddet",Line Sidenius,lks@askovhus.dk,35301745
Bavnebjerg Bo- og Aktivitetscenter,"Hårbyvej 1
  

  8680 Ry",56.087216,9.8048599,"Godkendt
  10-10-2024",257 - 3.499 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  Aktivitets- og samværstilbud, § 104","24 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  15 - Aktivitets- og samværstilbud, § 104","24 pladser -
  Kontakt afdelingen om ledige pladser",Marian Engdal,marian.engdal@skanderborg.dk,24848351
Beskæftigelsestilbuddet Parkteatret,"Jernbanegade 41
  

  3600 Frederikssund",55.8365172,12.0660873,"Godkendt
  08-09-2017","438,84 - 438,84 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","2 - Aktivitets- og samværstilbud, § 104
  
  
  
  6 - Beskyttet beskæftigelsestilbud, § 103","2 pladser -
  Kontakt afdelingen om ledige pladser",Claus Malta Nielsen,Claus@parkteatret.dk,20353503
CSU Aktivitet og samværstilbud,"Seminarieparken 2
  

  4300 Holbæk",55.7083904,11.7308167,"Godkendt
  09-12-2024",301 - 552 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Særlige klubtilbud, § 82, jf. § 84","15 - Aktivitets- og samværstilbud, § 104
  
  
  
  10 - Særlige klubtilbud, § 82, jf. § 84","10 pladser -
  Kontakt afdelingen om ledige pladser",Pernille Nikolaisen,pbnik@holb.dk,72362008
Dagtilbud Nors (Elmelund),"Håndværkervej 7
  

  7700 Thisted",57.025243,8.678222,"Godkendt
  02-12-2024","425,48 - 435,34 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","2 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  2 - Aktivitets- og samværstilbud, § 104","2 pladser -
  Kontakt afdelingen om ledige pladser",Alice Margrethe Thomsen,alice@elmelund-jbf.dk,97912423
"Dagtilbud Vrå, beskæftigelsestilbud (Fønix ApS)","Foldbjergvej 16
  

  9760 Vrå",57.352114,9.9594042,"Godkendt
  04-03-2024","911,49 - 911,49 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","6 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Beskyttet beskæftigelsestilbud, § 103","6 pladser -
  ingen ledige",Alex Poulsen,ap@fonixvv.dk,41905651
Danhostel Faxe Vandrerhjem,"Østervej 4
  

  4640 Faxe",55.257146,12.1226094,"Godkendt
  26-06-2024","238,5 - 500,85 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","20 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  5 - Aktivitets- og samværstilbud, § 104","5 pladser -
  Kontakt afdelingen om ledige pladser",Morten Christoffersen,moro@faxevandrerhjem.dk,20899422
Gyldenhuset,"Gyldenlund 1
  

  5550 Langeskov",55.3565917,10.5810983,"Godkendt
  30-09-2024",3.063 - 4.997 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  Aktivitets- og samværstilbud, § 104","11 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  2 - Aktivitets- og samværstilbud, § 104","11 pladser -
  ingen ledige",Louise Nørholm Nielsen,lons@kerteminde.dk,20112856
Habitus Huset Ahornvej (Habitus Huset Kæderupvej),"Kæderupvej 6B
  

  3200 Helsinge",56.0097127,12.2355031,"Godkendt
  22-04-2025","1.933,76 - 11.462,31 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  2 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","2 pladser -
  ingen ledige",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
Habitus Huset Kæderupvej 6B (Habitus Huset Kæderupvej),"Kæderupvej 6B
  

  3200 Helsinge",56.0097127,12.2355031,"Godkendt
  22-04-2025","1.933,76 - 10.489,23 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108
  
  
  
  6 - Botilbud til midlertidige ophold, § 107","4 pladser -
  ingen ledige",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
Habitus Huset Løgtvedvej (Habitus Huset Skellebjerg),"Løgtvedvej 5A
  

  4450 Jyderup",55.5886385,11.3491041,"Godkendt
  24-01-2024","1.933,76 - 13.616,44 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104","2 - Botilbud til længerevarende ophold, § 108
  
  
  
  0 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Aktivitets- og samværstilbud, § 104","2 pladser -
  ingen ledige",Elizabeth Bergstrøm,ehb@habitus.dk,25257069
Habitus Huset Sølyst,"Klintevej 29
  

  4654 Faxe Ladeplads",55.2197712,12.1765963,"Godkendt
  06-03-2025","1.933,76 - 10.303,2 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","5 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Botilbud til længerevarende ophold, § 108
  
  
  
  11 - Aktivitets- og samværstilbud, § 104","11 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 11 pladser forbeholdt beboere på botilbuddet",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
Hjuldamperen,"Taarbæk Strandvej 59, st.  tv
  

  2930 Klampenborg",55.785071,12.5929881,"Godkendt
  07-08-2024","846,2 - 846,2 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","6 - Aktivitets- og samværstilbud, § 104
  
  
  
  6 - Beskyttet beskæftigelsestilbud, § 103","6 pladser -
  Kontakt afdelingen om ledige pladser",Jette Bach,skolen@hjuldamperen.dk,41163322
Naturværket,"Teglværksvej 3
  

  8382 Hinnerup",56.2716982,10.0734165,"Godkendt
  15-06-2023",206 - 667 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","30 - Aktivitets- og samværstilbud, § 104
  
  
  
  10 - Beskyttet beskæftigelsestilbud, § 103","10 pladser -
  Kontakt afdelingen om ledige pladser",Ove Højer,okhj@favrskov.dk,89641635
Nærheden,"Fabrikvej 8
  

  8500 Grenaa",56.3938386,10.8801044,"Godkendt
  21-01-2025",421 - 1.142 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","38 - Aktivitets- og samværstilbud, § 104
  
  
  
  39 - Beskyttet beskæftigelsestilbud, § 103","38 pladser -
  Kontakt afdelingen om ledige pladser",Klaus Bluhme Knudsen,kbk@norddjurs.dk,29329951
Postgaarden (BostedDanmark),"Østervangsvej 18
  

  4683 Rønnede",55.2811021,12.0446801,"Godkendt
  16-11-2024","2.185,61 - 6.556,84 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","5 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Botilbud til længerevarende ophold, § 108","5 pladser -
  ingen ledige",René Keldorff,rene@bosteddanmark.dk,26747191
Solgården Aktivitet og Beskæftigelse,"Solsortevej 9C
  

  2630 Taastrup",55.6511363,12.3128232,"Godkendt
  17-10-2014",386 - 6.078 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","38 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  32 - Aktivitets- og samværstilbud, § 104","38 pladser -
  Kontakt afdelingen om ledige pladser",Anne Høyer,AnneHoe@htk.dk,27240616
Stoa Akademi & Virke,"Møllegade 8B, st.  tv
  

  8660 Skanderborg",56.0357202,9.9295097,"Godkendt
  11-09-2023","763,2 - 763,2 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","5 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  5 - Aktivitets- og samværstilbud, § 104","5 pladser -
  Kontakt afdelingen om ledige pladser",Heidi Sørensen,hs@stoa.dk,40779794
§104 (Ella og Møller Sørigs Fond),"Gravensgade 48
  

  9700 Brønderslev",57.2699748,9.9516126,"Godkendt
  24-11-2015","419,76 - 419,76 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","12 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  8 - Aktivitets- og samværstilbud, § 104","12 pladser -
  Kontakt afdelingen om ledige pladser",Dorthe Hilda Samuel,dhs@emsfond.dk,30384670
Atlas Gilleleje,"Falkoner Alle 67, 4.  tv
  

  2000 Frederiksberg",55.6860613,12.5391987,"Godkendt
  19-03-2025","2.642,58 - 11.753,28 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","7 - Aktivitets- og samværstilbud, § 104
  
  
  
  7 - Botilbud til længerevarende ophold, § 108
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","0 pladser -
  Kontakt afdelingen om ledige pladser",Camila Jensen,gilleleje@atlas-gruppen.dk,70274222
"Bostedet ""Dyssemosen's Fond""","Dyssemosevej 9
  

  4760 Vordingborg",55.064207,11.9128447,"Godkendt med vilkår
  13-11-2024","748,89 - 2.130,93 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","8 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Botilbud til længerevarende ophold, § 108","6 pladser -
  ingen ledige",Gitte Helle Helles,kontakt@bostedetdyssemosen.dk,40285918
CABAS,"Højvangen 11
  

  3060 Espergærde",55.9924575,12.5304651,"Godkendt
  10-03-2016",238 - 2.137 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","1 - Aktivitets- og samværstilbud, § 104
  
  
  
  125 - Beskyttet beskæftigelsestilbud, § 103","1 pladser -
  Kontakt afdelingen om ledige pladser",Michael Christian Simonsen,michs@helsingor.dk,49284800
CSV Sydfyn - klubtilbud,"Jernbanegade 10
  

  5700 Svendborg",55.0581339,10.6115292,"Godkendt
  30-05-2024","0 - 749,89 kr.","Særlige klubtilbud, § 82, jf. § 84
  
  
  
  Aktivitets- og samværstilbud, § 104","3 - Særlige klubtilbud, § 82, jf. § 84
  
  
  
  7 - Aktivitets- og samværstilbud, § 104","7 pladser -
  Kontakt afdelingen om ledige pladser",Gert Erik Pedersen,gert.hjuler@svendborg.dk,30129612
Dagtilbuddet Aktive Unge,"Torupvejen 19A, st.  th
  

  3390 Hundested",55.976954,11.889716,"Godkendt
  21-11-2023","676,84 - 1.725,04 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","1 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  7 - Aktivitets- og samværstilbud, § 104","7 pladser -
  Kontakt afdelingen om ledige pladser",Helle Flora Hasfeldt,aktive_unge@protonmail.com,50466290
Den Røde Tråd,"Kirkevej 6
  

  4440 Mørkøv",55.6731996,11.4822082,"Godkendt
  27-06-2024","720,27 - 1.161,97 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","3 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  22 - Aktivitets- og samværstilbud, § 104","3 pladser -
  Kontakt afdelingen om ledige pladser",Ann Mari Hoffmann,ann.mari@soebaek.dk,21554836
Ethos-Bosted / dagtilbud ApS,"Thorsmoseallé 15
  

  3200 Helsinge",55.9989129,12.183617,"Godkendt
  05-02-2025","964,45 - 7.571,92 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","6 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Botilbud til længerevarende ophold, § 108","1 pladser -
  ingen ledige",Anni Christensen,kontakt@ethos-social.dk,4540882794
Fjordcentret - Aktivitet og beskæftigelse,"Isefjords Alle 25
  

  4300 Holbæk",55.719654,11.7194029,"Godkendt
  27-06-2024","58,19 - 1.273,59 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","60 - Aktivitets- og samværstilbud, § 104
  
  
  
  20 - Beskyttet beskæftigelsestilbud, § 103","60 pladser -
  Kontakt afdelingen om ledige pladser",Kamilla Broch,kabb@fjordstjernen.dk,44128501
